run_id,dataset_name,case_id,agent_name,status,risk_level,summary,required_warnings,supervisor_overall_status
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_662,SupervisorGovernanceAgent,research_only,high,The system is suitable for research governance demonstration only. It is not an autonomous HR decision system.,"Counterfactuals are model-level scenarios, not employee instructions.; Department removal reduces direct use but does not eliminate proxy risk.; Do not say the employee should change a feature.; EmpJobRole may proxy EmpDepartment.; Full-feature models are leakage-warning upper-bound baselines only, not deployable models.; Removing EmpDepartment does not prove fairness.; Subgroup gaps require further investigation; they do not prove discrimination.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_18,LeakageAuditAgent,pass,high,Leakage-risk features are excluded from the final candidate; full-feature results remain diagnostic only.,"Full-feature models are leakage-warning upper-bound baselines only, not deployable models.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_18,FairnessProxyAuditAgent,pass_with_warnings,high,EmpDepartment macro-F1 gap is 0.2688590531332467; proxy warnings are present. The model must not be described as fair or unbiased.,Subgroup gaps require further investigation; they do not prove discrimination.; Department removal reduces direct use but does not eliminate proxy risk.; EmpJobRole may proxy EmpDepartment.; Removing EmpDepartment does not prove fairness.,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_18,CalibrationAuditAgent,pass_with_warnings,medium,"Probability quality is approximate: ECE=0.0638464082070905, Brier=0.2608022278073826. Use probability bands and calibration warnings.",Probability estimates are approximate and may be imperfectly calibrated.,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_18,ShapStabilityAuditAgent,pass_with_warnings,low,"Grouped SHAP stability: top-10 Jaccard=0.7606060606060606, Spearman=0.8717293233082707. SHAP is attribution, not causality.","SHAP is attribution, not causality.; Discuss only stable global feature groups.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_18,CounterfactualActionabilityAgent,pass_with_warnings,high,Employee-only counterfactual validity is zero or unavailable; recourse is not employee-actionable.,"Counterfactuals are model-level scenarios, not employee instructions.; Do not say the employee should change a feature.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_18,ExplanationComplianceAgent,pass,low,"Explanation compliance score=100; forbidden=0, unsupported=0, missing_warnings=0.",,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_18,SupervisorGovernanceAgent,research_only,high,The system is suitable for research governance demonstration only. It is not an autonomous HR decision system.,"Counterfactuals are model-level scenarios, not employee instructions.; Department removal reduces direct use but does not eliminate proxy risk.; Do not say the employee should change a feature.; EmpJobRole may proxy EmpDepartment.; Full-feature models are leakage-warning upper-bound baselines only, not deployable models.; Removing EmpDepartment does not prove fairness.; Subgroup gaps require further investigation; they do not prove discrimination.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_376,LeakageAuditAgent,pass,high,Leakage-risk features are excluded from the final candidate; full-feature results remain diagnostic only.,"Full-feature models are leakage-warning upper-bound baselines only, not deployable models.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_376,FairnessProxyAuditAgent,pass_with_warnings,high,EmpDepartment macro-F1 gap is 0.2688590531332467; proxy warnings are present. The model must not be described as fair or unbiased.,Subgroup gaps require further investigation; they do not prove discrimination.; Department removal reduces direct use but does not eliminate proxy risk.; EmpJobRole may proxy EmpDepartment.; Removing EmpDepartment does not prove fairness.,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_376,CalibrationAuditAgent,pass_with_warnings,medium,"Probability quality is approximate: ECE=0.0638464082070905, Brier=0.2608022278073826. Use probability bands and calibration warnings.",Probability estimates are approximate and may be imperfectly calibrated.,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_376,ShapStabilityAuditAgent,pass_with_warnings,low,"Grouped SHAP stability: top-10 Jaccard=0.7606060606060606, Spearman=0.8717293233082707. SHAP is attribution, not causality.","SHAP is attribution, not causality.; Discuss only stable global feature groups.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_376,CounterfactualActionabilityAgent,pass_with_warnings,high,Employee-only counterfactual validity is zero or unavailable; recourse is not employee-actionable.,"Counterfactuals are model-level scenarios, not employee instructions.; Do not say the employee should change a feature.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_376,ExplanationComplianceAgent,pass,low,"Explanation compliance score=100; forbidden=0, unsupported=0, missing_warnings=0.",,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_376,SupervisorGovernanceAgent,research_only,high,The system is suitable for research governance demonstration only. It is not an autonomous HR decision system.,"Counterfactuals are model-level scenarios, not employee instructions.; Department removal reduces direct use but does not eliminate proxy risk.; Do not say the employee should change a feature.; EmpJobRole may proxy EmpDepartment.; Full-feature models are leakage-warning upper-bound baselines only, not deployable models.; Removing EmpDepartment does not prove fairness.; Subgroup gaps require further investigation; they do not prove discrimination.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_392,LeakageAuditAgent,pass,high,Leakage-risk features are excluded from the final candidate; full-feature results remain diagnostic only.,"Full-feature models are leakage-warning upper-bound baselines only, not deployable models.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_392,FairnessProxyAuditAgent,pass_with_warnings,high,EmpDepartment macro-F1 gap is 0.2688590531332467; proxy warnings are present. The model must not be described as fair or unbiased.,Subgroup gaps require further investigation; they do not prove discrimination.; Department removal reduces direct use but does not eliminate proxy risk.; EmpJobRole may proxy EmpDepartment.; Removing EmpDepartment does not prove fairness.,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_392,CalibrationAuditAgent,pass_with_warnings,medium,"Probability quality is approximate: ECE=0.0638464082070905, Brier=0.2608022278073826. Use probability bands and calibration warnings.",Probability estimates are approximate and may be imperfectly calibrated.,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_392,ShapStabilityAuditAgent,pass_with_warnings,low,"Grouped SHAP stability: top-10 Jaccard=0.7606060606060606, Spearman=0.8717293233082707. SHAP is attribution, not causality.","SHAP is attribution, not causality.; Discuss only stable global feature groups.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_392,CounterfactualActionabilityAgent,pass_with_warnings,high,Employee-only counterfactual validity is zero or unavailable; recourse is not employee-actionable.,"Counterfactuals are model-level scenarios, not employee instructions.; Do not say the employee should change a feature.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_392,ExplanationComplianceAgent,pass,low,"Explanation compliance score=100; forbidden=0, unsupported=0, missing_warnings=0.",,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_392,SupervisorGovernanceAgent,research_only,high,The system is suitable for research governance demonstration only. It is not an autonomous HR decision system.,"Counterfactuals are model-level scenarios, not employee instructions.; Department removal reduces direct use but does not eliminate proxy risk.; Do not say the employee should change a feature.; EmpJobRole may proxy EmpDepartment.; Full-feature models are leakage-warning upper-bound baselines only, not deployable models.; Removing EmpDepartment does not prove fairness.; Subgroup gaps require further investigation; they do not prove discrimination.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_528,LeakageAuditAgent,pass,high,Leakage-risk features are excluded from the final candidate; full-feature results remain diagnostic only.,"Full-feature models are leakage-warning upper-bound baselines only, not deployable models.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_528,FairnessProxyAuditAgent,pass_with_warnings,high,EmpDepartment macro-F1 gap is 0.2688590531332467; proxy warnings are present. The model must not be described as fair or unbiased.,Subgroup gaps require further investigation; they do not prove discrimination.; Department removal reduces direct use but does not eliminate proxy risk.; EmpJobRole may proxy EmpDepartment.; Removing EmpDepartment does not prove fairness.,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_528,CalibrationAuditAgent,pass_with_warnings,medium,"Probability quality is approximate: ECE=0.0638464082070905, Brier=0.2608022278073826. Use probability bands and calibration warnings.",Probability estimates are approximate and may be imperfectly calibrated.,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_528,ShapStabilityAuditAgent,pass_with_warnings,low,"Grouped SHAP stability: top-10 Jaccard=0.7606060606060606, Spearman=0.8717293233082707. SHAP is attribution, not causality.","SHAP is attribution, not causality.; Discuss only stable global feature groups.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_528,CounterfactualActionabilityAgent,pass_with_warnings,high,Employee-only counterfactual validity is zero or unavailable; recourse is not employee-actionable.,"Counterfactuals are model-level scenarios, not employee instructions.; Do not say the employee should change a feature.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_528,ExplanationComplianceAgent,pass,low,"Explanation compliance score=100; forbidden=0, unsupported=0, missing_warnings=0.",,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_528,SupervisorGovernanceAgent,research_only,high,The system is suitable for research governance demonstration only. It is not an autonomous HR decision system.,"Counterfactuals are model-level scenarios, not employee instructions.; Department removal reduces direct use but does not eliminate proxy risk.; Do not say the employee should change a feature.; EmpJobRole may proxy EmpDepartment.; Full-feature models are leakage-warning upper-bound baselines only, not deployable models.; Removing EmpDepartment does not prove fairness.; Subgroup gaps require further investigation; they do not prove discrimination.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_568,LeakageAuditAgent,pass,high,Leakage-risk features are excluded from the final candidate; full-feature results remain diagnostic only.,"Full-feature models are leakage-warning upper-bound baselines only, not deployable models.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_568,FairnessProxyAuditAgent,pass_with_warnings,high,EmpDepartment macro-F1 gap is 0.2688590531332467; proxy warnings are present. The model must not be described as fair or unbiased.,Subgroup gaps require further investigation; they do not prove discrimination.; Department removal reduces direct use but does not eliminate proxy risk.; EmpJobRole may proxy EmpDepartment.; Removing EmpDepartment does not prove fairness.,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_568,CalibrationAuditAgent,pass_with_warnings,medium,"Probability quality is approximate: ECE=0.0638464082070905, Brier=0.2608022278073826. Use probability bands and calibration warnings.",Probability estimates are approximate and may be imperfectly calibrated.,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_568,ShapStabilityAuditAgent,pass_with_warnings,low,"Grouped SHAP stability: top-10 Jaccard=0.7606060606060606, Spearman=0.8717293233082707. SHAP is attribution, not causality.","SHAP is attribution, not causality.; Discuss only stable global feature groups.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_568,CounterfactualActionabilityAgent,pass_with_warnings,high,Employee-only counterfactual validity is zero or unavailable; recourse is not employee-actionable.,"Counterfactuals are model-level scenarios, not employee instructions.; Do not say the employee should change a feature.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_568,ExplanationComplianceAgent,pass,low,"Explanation compliance score=100; forbidden=0, unsupported=0, missing_warnings=0.",,research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_568,SupervisorGovernanceAgent,research_only,high,The system is suitable for research governance demonstration only. It is not an autonomous HR decision system.,"Counterfactuals are model-level scenarios, not employee instructions.; Department removal reduces direct use but does not eliminate proxy risk.; Do not say the employee should change a feature.; EmpJobRole may proxy EmpDepartment.; Full-feature models are leakage-warning upper-bound baselines only, not deployable models.; Removing EmpDepartment does not prove fairness.; Subgroup gaps require further investigation; they do not prove discrimination.",research_only
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_1126,LeakageAuditAgent,pass,high,Leakage-risk features are excluded from the final candidate; full-feature results remain diagnostic only.,"Full-feature models are leakage-warning upper-bound baselines only, not deployable models.",evidence_missing
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_1126,FairnessProxyAuditAgent,pass_with_warnings,high,EmpDepartment macro-F1 gap is 0.2688590531332467; proxy warnings are present. The model must not be described as fair or unbiased.,Subgroup gaps require further investigation; they do not prove discrimination.; Department removal reduces direct use but does not eliminate proxy risk.; EmpJobRole may proxy EmpDepartment.; Removing EmpDepartment does not prove fairness.,evidence_missing
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_1126,CalibrationAuditAgent,pass_with_warnings,medium,"Probability quality is approximate: ECE=0.0638464082070905, Brier=0.2608022278073826. Use probability bands and calibration warnings.",Probability estimates are approximate and may be imperfectly calibrated.,evidence_missing
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_1126,ShapStabilityAuditAgent,needs_evidence,high,SHAP evidence is unavailable.,SHAP stability evidence is missing.,evidence_missing
llm_agent_eval_openai_final_80_2026-06-24T13:39:28+00:00,inx_primary,inx_primary_no_salary_hike_no_attrition_no_department_1126,CounterfactualActionabilityAgent,pass_with_warnings,high,Employee-only counterfactual validity is zero or unavailable; recourse is not employee-actionable.,"Counterfactuals are model-level scenarios, not employee instructions.; Do not say the employee should change a feature.",evidence_missing
